product, price , quantity ,sales ,date,region
chartreuse morsel,$3.00,529,,01-07-2019,west
periwinkle morsel,$1.25,513,,01-07-2019,north
periwinkle morsel,$1.25,583,,01-07-2019,south
periwinkle morsel,$1.25,546,,01-07-2019,east
periwinkle morsel,$1.25,569,,01-07-2019,west
vermilion morsel,$4.99,551,,01-07-2019,north
vermilion morsel,$4.99,560,,01-07-2019,south
vermilion morsel,$4.99,523,,01-07-2019,east
vermilion morsel,$4.99,570,,01-07-2019,west
lapis morsel,$1.99,541,,01-07-2019,north
lapis morsel,$1.99,594,,01-07-2019,south
lapis morsel,$1.99,527,,01-07-2019,east
lapis morsel,$1.99,560,,01-07-2019,west
pink morsel,3,552,1656,02-07-2019,north
pink morsel,3,522,1566,02-07-2019,south
pink morsel,3,562,1686,02-07-2019,east
pink morsel,3,559,1677,02-07-2019,west
gold morsel,$9.99,563,,02-07-2019,north
gold morsel,$9.99,511,,02-07-2019,south
gold morsel,$9.99,501,,02-07-2019,east
gold morsel,$9.99,589,,02-07-2019,west
magenta morsel,$2.50,512,,02-07-2019,north
magenta morsel,$2.50,515,,02-07-2019,south
magenta morsel,$2.50,557,,02-07-2019,east
magenta morsel,$2.50,579,,02-07-2019,west
chartreuse morsel,$3.00,523,,02-07-2019,north
chartreuse morsel,$3.00,541,,02-07-2019,south
chartreuse morsel,$3.00,514,,02-07-2019,east
chartreuse morsel,$3.00,576,,02-07-2019,west
periwinkle morsel,$1.25,597,,02-07-2019,north
periwinkle morsel,$1.25,535,,02-07-2019,south
periwinkle morsel,$1.25,527,,02-07-2019,east
periwinkle morsel,$1.25,512,,02-07-2019,west
vermilion morsel,$4.99,571,,02-07-2019,north
vermilion morsel,$4.99,596,,02-07-2019,south
vermilion morsel,$4.99,555,,02-07-2019,east
vermilion morsel,$4.99,550,,02-07-2019,west
lapis morsel,$1.99,581,,02-07-2019,north
lapis morsel,$1.99,522,,02-07-2019,south
lapis morsel,$1.99,576,,02-07-2019,east
lapis morsel,$1.99,544,,02-07-2019,west
pink morsel,3,590,1770,03-07-2019,north
pink morsel,3,563,1689,03-07-2019,south
pink morsel,3,568,1704,03-07-2019,east
pink morsel,3,600,1800,03-07-2019,west
gold morsel,$9.99,510,,03-07-2019,north
gold morsel,$9.99,517,,03-07-2019,south
gold morsel,$9.99,588,,03-07-2019,east
gold morsel,$9.99,504,,03-07-2019,west
magenta morsel,$2.50,529,,03-07-2019,north
magenta morsel,$2.50,538,,03-07-2019,south
magenta morsel,$2.50,536,,03-07-2019,east
magenta morsel,$2.50,560,,03-07-2019,west
chartreuse morsel,$3.00,573,,03-07-2019,north
chartreuse morsel,$3.00,544,,03-07-2019,south
chartreuse morsel,$3.00,555,,03-07-2019,east
chartreuse morsel,$3.00,586,,03-07-2019,west
periwinkle morsel,$1.25,506,,03-07-2019,north
periwinkle morsel,$1.25,545,,03-07-2019,south
periwinkle morsel,$1.25,557,,03-07-2019,east
periwinkle morsel,$1.25,583,,03-07-2019,west
vermilion morsel,$4.99,549,,03-07-2019,north
vermilion morsel,$4.99,563,,03-07-2019,south
vermilion morsel,$4.99,555,,03-07-2019,east
vermilion morsel,$4.99,508,,03-07-2019,west
lapis morsel,$1.99,540,,03-07-2019,north
lapis morsel,$1.99,535,,03-07-2019,south
lapis morsel,$1.99,544,,03-07-2019,east
lapis morsel,$1.99,515,,03-07-2019,west
pink morsel,3,594,1782,04-07-2019,north
pink morsel,3,582,1746,04-07-2019,south
pink morsel,3,509,1527,04-07-2019,east
pink morsel,3,527,1581,04-07-2019,west
gold morsel,$9.99,508,,04-07-2019,north
gold morsel,$9.99,574,,04-07-2019,south
gold morsel,$9.99,530,,04-07-2019,east
gold morsel,$9.99,562,,04-07-2019,west
magenta morsel,$2.50,539,,04-07-2019,north
magenta morsel,$2.50,571,,04-07-2019,south
magenta morsel,$2.50,538,,04-07-2019,east
magenta morsel,$2.50,538,,04-07-2019,west
chartreuse morsel,$3.00,516,,04-07-2019,north
chartreuse morsel,$3.00,575,,04-07-2019,south
chartreuse morsel,$3.00,560,,04-07-2019,east
chartreuse morsel,$3.00,530,,04-07-2019,west
periwinkle morsel,$1.25,510,,04-07-2019,north
periwinkle morsel,$1.25,531,,04-07-2019,south
periwinkle morsel,$1.25,587,,04-07-2019,east
periwinkle morsel,$1.25,577,,04-07-2019,west
vermilion morsel,$4.99,514,,04-07-2019,north
vermilion morsel,$4.99,526,,04-07-2019,south
vermilion morsel,$4.99,583,,04-07-2019,east
vermilion morsel,$4.99,548,,04-07-2019,west
lapis morsel,$1.99,589,,04-07-2019,north
lapis morsel,$1.99,570,,04-07-2019,south
lapis morsel,$1.99,546,,04-07-2019,east
lapis morsel,$1.99,509,,04-07-2019,west
pink morsel,3,506,1518,05-07-2019,north
pink morsel,3,518,1554,05-07-2019,south
pink morsel,3,516,1548,05-07-2019,east
pink morsel,3,511,1533,05-07-2019,west
gold morsel,$9.99,533,,05-07-2019,north
gold morsel,$9.99,548,,05-07-2019,south
gold morsel,$9.99,514,,05-07-2019,east
gold morsel,$9.99,595,,05-07-2019,west
magenta morsel,$2.50,542,,05-07-2019,north
magenta morsel,$2.50,586,,05-07-2019,south
magenta morsel,$2.50,504,,05-07-2019,east
magenta morsel,$2.50,557,,05-07-2019,west
chartreuse morsel,$3.00,570,,05-07-2019,north
chartreuse morsel,$3.00,536,,05-07-2019,south
chartreuse morsel,$3.00,535,,05-07-2019,east
chartreuse morsel,$3.00,569,,05-07-2019,west
periwinkle morsel,$1.25,596,,05-07-2019,north
periwinkle morsel,$1.25,569,,05-07-2019,south
periwinkle morsel,$1.25,580,,05-07-2019,east
periwinkle morsel,$1.25,577,,05-07-2019,west
vermilion morsel,$4.99,569,,05-07-2019,north
vermilion morsel,$4.99,587,,05-07-2019,south
vermilion morsel,$4.99,550,,05-07-2019,east
vermilion morsel,$4.99,550,,05-07-2019,west
lapis morsel,$1.99,576,,05-07-2019,north
lapis morsel,$1.99,552,,05-07-2019,south
lapis morsel,$1.99,530,,05-07-2019,east
lapis morsel,$1.99,577,,05-07-2019,west
pink morsel,3,597,1791,06-07-2019,north
pink morsel,3,526,1578,06-07-2019,south
pink morsel,3,593,1779,06-07-2019,east
pink morsel,3,568,1704,06-07-2019,west
gold morsel,$9.99,591,,06-07-2019,north
gold morsel,$9.99,506,,06-07-2019,south
gold morsel,$9.99,560,,06-07-2019,east
gold morsel,$9.99,581,,06-07-2019,west
magenta morsel,$2.50,536,,06-07-2019,north
magenta morsel,$2.50,569,,06-07-2019,south
magenta morsel,$2.50,501,,06-07-2019,east
magenta morsel,$2.50,503,,06-07-2019,west
chartreuse morsel,$3.00,529,,06-07-2019,north
chartreuse morsel,$3.00,515,,06-07-2019,south
chartreuse morsel,$3.00,524,,06-07-2019,east
chartreuse morsel,$3.00,532,,06-07-2019,west
periwinkle morsel,$1.25,573,,06-07-2019,north
periwinkle morsel,$1.25,522,,06-07-2019,south
periwinkle morsel,$1.25,598,,06-07-2019,east
periwinkle morsel,$1.25,550,,06-07-2019,west
vermilion morsel,$4.99,563,,06-07-2019,north
vermilion morsel,$4.99,505,,06-07-2019,south
vermilion morsel,$4.99,550,,06-07-2019,east
vermilion morsel,$4.99,505,,06-07-2019,west
lapis morsel,$1.99,594,,06-07-2019,north
lapis morsel,$1.99,585,,06-07-2019,south
lapis morsel,$1.99,520,,06-07-2019,east
lapis morsel,$1.99,543,,06-07-2019,west
pink morsel,3,529,1587,07-07-2019,north
pink morsel,3,531,1593,07-07-2019,south
pink morsel,3,548,1644,07-07-2019,east
pink morsel,3,560,1680,07-07-2019,west
gold morsel,$9.99,580,,07-07-2019,north
gold morsel,$9.99,589,,07-07-2019,south
gold morsel,$9.99,548,,07-07-2019,east
gold morsel,$9.99,508,,07-07-2019,west
magenta morsel,$2.50,522,,07-07-2019,north
magenta morsel,$2.50,595,,07-07-2019,south
magenta morsel,$2.50,593,,07-07-2019,east
magenta morsel,$2.50,554,,07-07-2019,west
chartreuse morsel,$3.00,508,,07-07-2019,north
chartreuse morsel,$3.00,539,,07-07-2019,south
chartreuse morsel,$3.00,561,,07-07-2019,east
chartreuse morsel,$3.00,583,,07-07-2019,west
periwinkle morsel,$1.25,509,,07-07-2019,north
periwinkle morsel,$1.25,579,,07-07-2019,south
periwinkle morsel,$1.25,579,,07-07-2019,east
periwinkle morsel,$1.25,501,,07-07-2019,west
vermilion morsel,$4.99,513,,07-07-2019,north
vermilion morsel,$4.99,501,,07-07-2019,south
vermilion morsel,$4.99,520,,07-07-2019,east
vermilion morsel,$4.99,500,,07-07-2019,west
lapis morsel,$1.99,531,,07-07-2019,north
lapis morsel,$1.99,575,,07-07-2019,south
lapis morsel,$1.99,589,,07-07-2019,east
lapis morsel,$1.99,589,,07-07-2019,west
pink morsel,3,538,1614,08-07-2019,north
pink morsel,3,568,1704,08-07-2019,south
pink morsel,3,599,1797,08-07-2019,east
pink morsel,3,590,1770,08-07-2019,west
gold morsel,$9.99,516,,08-07-2019,north
gold morsel,$9.99,518,,08-07-2019,south
gold morsel,$9.99,551,,08-07-2019,east
gold morsel,$9.99,541,,08-07-2019,west
magenta morsel,$2.50,562,,08-07-2019,north
magenta morsel,$2.50,543,,08-07-2019,south
magenta morsel,$2.50,576,,08-07-2019,east
magenta morsel,$2.50,515,,08-07-2019,west
chartreuse morsel,$3.00,541,,08-07-2019,north
chartreuse morsel,$3.00,500,,08-07-2019,south
chartreuse morsel,$3.00,595,,08-07-2019,east
chartreuse morsel,$3.00,549,,08-07-2019,west
periwinkle morsel,$1.25,525,,08-07-2019,north
periwinkle morsel,$1.25,599,,08-07-2019,south
periwinkle morsel,$1.25,597,,08-07-2019,east
periwinkle morsel,$1.25,571,,08-07-2019,west
vermilion morsel,$4.99,509,,08-07-2019,north
vermilion morsel,$4.99,554,,08-07-2019,south
vermilion morsel,$4.99,568,,08-07-2019,east
vermilion morsel,$4.99,574,,08-07-2019,west
lapis morsel,$1.99,522,,08-07-2019,north
lapis morsel,$1.99,527,,08-07-2019,south
lapis morsel,$1.99,589,,08-07-2019,east
lapis morsel,$1.99,586,,08-07-2019,west
pink morsel,3,535,1605,09-07-2019,north
pink morsel,3,562,1686,09-07-2019,south
pink morsel,3,598,1794,09-07-2019,east
pink morsel,3,571,1713,09-07-2019,west
gold morsel,$9.99,546,,09-07-2019,north
gold morsel,$9.99,569,,09-07-2019,south
gold morsel,$9.99,576,,09-07-2019,east
gold morsel,$9.99,536,,09-07-2019,west
magenta morsel,$2.50,530,,09-07-2019,north
magenta morsel,$2.50,539,,09-07-2019,south
magenta morsel,$2.50,502,,09-07-2019,east
magenta morsel,$2.50,565,,09-07-2019,west
chartreuse morsel,$3.00,523,,09-07-2019,north
chartreuse morsel,$3.00,570,,09-07-2019,south
chartreuse morsel,$3.00,556,,09-07-2019,east
chartreuse morsel,$3.00,584,,09-07-2019,west
periwinkle morsel,$1.25,523,,09-07-2019,north
periwinkle morsel,$1.25,586,,09-07-2019,south
periwinkle morsel,$1.25,554,,09-07-2019,east
periwinkle morsel,$1.25,533,,09-07-2019,west
vermilion morsel,$4.99,580,,09-07-2019,north
vermilion morsel,$4.99,513,,09-07-2019,south
vermilion morsel,$4.99,577,,09-07-2019,east
vermilion morsel,$4.99,510,,09-07-2019,west
lapis morsel,$1.99,558,,09-07-2019,north
lapis morsel,$1.99,536,,09-07-2019,south
lapis morsel,$1.99,517,,09-07-2019,east
lapis morsel,$1.99,529,,09-07-2019,west
pink morsel,3,585,1755,10-07-2019,north
pink morsel,3,500,1500,10-07-2019,south
pink morsel,3,544,1632,10-07-2019,east
pink morsel,3,600,1800,10-07-2019,west
gold morsel,$9.99,585,,10-07-2019,north
gold morsel,$9.99,556,,10-07-2019,south
gold morsel,$9.99,563,,10-07-2019,east
gold morsel,$9.99,574,,10-07-2019,west
magenta morsel,$2.50,553,,10-07-2019,north
magenta morsel,$2.50,565,,10-07-2019,south
magenta morsel,$2.50,580,,10-07-2019,east
magenta morsel,$2.50,526,,10-07-2019,west
chartreuse morsel,$3.00,538,,10-07-2019,north
chartreuse morsel,$3.00,532,,10-07-2019,south
chartreuse morsel,$3.00,503,,10-07-2019,east
chartreuse morsel,$3.00,595,,10-07-2019,west
periwinkle morsel,$1.25,547,,10-07-2019,north
periwinkle morsel,$1.25,575,,10-07-2019,south
periwinkle morsel,$1.25,552,,10-07-2019,east
periwinkle morsel,$1.25,591,,10-07-2019,west
vermilion morsel,$4.99,566,,10-07-2019,north
vermilion morsel,$4.99,542,,10-07-2019,south
vermilion morsel,$4.99,535,,10-07-2019,east
vermilion morsel,$4.99,559,,10-07-2019,west
lapis morsel,$1.99,581,,10-07-2019,north
lapis morsel,$1.99,562,,10-07-2019,south
lapis morsel,$1.99,576,,10-07-2019,east
lapis morsel,$1.99,511,,10-07-2019,west
pink morsel,3,600,1800,11-07-2019,north
pink morsel,3,550,1650,11-07-2019,south
pink morsel,3,568,1704,11-07-2019,east
pink morsel,3,530,1590,11-07-2019,west
gold morsel,$9.99,568,,11-07-2019,north
gold morsel,$9.99,597,,11-07-2019,south
gold morsel,$9.99,599,,11-07-2019,east
gold morsel,$9.99,599,,11-07-2019,west
magenta morsel,$2.50,545,,11-07-2019,north
magenta morsel,$2.50,565,,11-07-2019,south
magenta morsel,$2.50,535,,11-07-2019,east
magenta morsel,$2.50,548,,11-07-2019,west
chartreuse morsel,$3.00,557,,11-07-2019,north
chartreuse morsel,$3.00,523,,11-07-2019,south
chartreuse morsel,$3.00,559,,11-07-2019,east
chartreuse morsel,$3.00,557,,11-07-2019,west
periwinkle morsel,$1.25,545,,11-07-2019,north
periwinkle morsel,$1.25,532,,11-07-2019,south
periwinkle morsel,$1.25,600,,11-07-2019,east
periwinkle morsel,$1.25,507,,11-07-2019,west
vermilion morsel,$4.99,500,,11-07-2019,north
vermilion morsel,$4.99,576,,11-07-2019,south
vermilion morsel,$4.99,583,,11-07-2019,east
vermilion morsel,$4.99,551,,11-07-2019,west
lapis morsel,$1.99,529,,11-07-2019,north
lapis morsel,$1.99,596,,11-07-2019,south
lapis morsel,$1.99,552,,11-07-2019,east
lapis morsel,$1.99,533,,11-07-2019,west
pink morsel,3,593,1779,12-07-2019,north
pink morsel,3,518,1554,12-07-2019,south
pink morsel,3,545,1635,12-07-2019,east
pink morsel,3,536,1608,12-07-2019,west
gold morsel,$9.99,598,,12-07-2019,north
gold morsel,$9.99,566,,12-07-2019,south
gold morsel,$9.99,509,,12-07-2019,east
gold morsel,$9.99,574,,12-07-2019,west
magenta morsel,$2.50,596,,12-07-2019,north
magenta morsel,$2.50,543,,12-07-2019,south
magenta morsel,$2.50,559,,12-07-2019,east
magenta morsel,$2.50,561,,12-07-2019,west
chartreuse morsel,$3.00,526,,12-07-2019,north
chartreuse morsel,$3.00,524,,12-07-2019,south
chartreuse morsel,$3.00,597,,12-07-2019,east
chartreuse morsel,$3.00,584,,12-07-2019,west
periwinkle morsel,$1.25,507,,12-07-2019,north
periwinkle morsel,$1.25,516,,12-07-2019,south
periwinkle morsel,$1.25,598,,12-07-2019,east
periwinkle morsel,$1.25,547,,12-07-2019,west
vermilion morsel,$4.99,515,,12-07-2019,north
vermilion morsel,$4.99,553,,12-07-2019,south
vermilion morsel,$4.99,581,,12-07-2019,east
vermilion morsel,$4.99,531,,12-07-2019,west
lapis morsel,$1.99,502,,12-07-2019,north
lapis morsel,$1.99,538,,12-07-2019,south
lapis morsel,$1.99,532,,12-07-2019,east
lapis morsel,$1.99,580,,12-07-2019,west
pink morsel,3,597,1791,13-07-2019,north
pink morsel,3,593,1779,13-07-2019,south
pink morsel,3,509,1527,13-07-2019,east
pink morsel,3,563,1689,13-07-2019,west
gold morsel,$9.99,512,,13-07-2019,north
gold morsel,$9.99,547,,13-07-2019,south
gold morsel,$9.99,556,,13-07-2019,east
gold morsel,$9.99,533,,13-07-2019,west
magenta morsel,$2.50,570,,13-07-2019,north
magenta morsel,$2.50,571,,13-07-2019,south
magenta morsel,$2.50,600,,13-07-2019,east
magenta morsel,$2.50,541,,13-07-2019,west
chartreuse morsel,$3.00,582,,13-07-2019,north
chartreuse morsel,$3.00,589,,13-07-2019,south
chartreuse morsel,$3.00,566,,13-07-2019,east
chartreuse morsel,$3.00,539,,13-07-2019,west
periwinkle morsel,$1.25,501,,13-07-2019,north
periwinkle morsel,$1.25,599,,13-07-2019,south
periwinkle morsel,$1.25,590,,13-07-2019,east
periwinkle morsel,$1.25,539,,13-07-2019,west
vermilion morsel,$4.99,573,,13-07-2019,north
vermilion morsel,$4.99,559,,13-07-2019,south
vermilion morsel,$4.99,576,,13-07-2019,east
vermilion morsel,$4.99,590,,13-07-2019,west
lapis morsel,$1.99,544,,13-07-2019,north
lapis morsel,$1.99,591,,13-07-2019,south
lapis morsel,$1.99,537,,13-07-2019,east
lapis morsel,$1.99,577,,13-07-2019,west
pink morsel,3,594,1782,14-07-2019,north
pink morsel,3,554,1662,14-07-2019,south
pink morsel,3,540,1620,14-07-2019,east
pink morsel,3,564,1692,14-07-2019,west
gold morsel,$9.99,573,,14-07-2019,north
gold morsel,$9.99,566,,14-07-2019,south
gold morsel,$9.99,542,,14-07-2019,east
gold morsel,$9.99,595,,14-07-2019,west
magenta morsel,$2.50,523,,14-07-2019,north
magenta morsel,$2.50,595,,14-07-2019,south
magenta morsel,$2.50,547,,14-07-2019,east
magenta morsel,$2.50,584,,14-07-2019,west
chartreuse morsel,$3.00,549,,14-07-2019,north
chartreuse morsel,$3.00,529,,14-07-2019,south
chartreuse morsel,$3.00,590,,14-07-2019,east
chartreuse morsel,$3.00,560,,14-07-2019,west
periwinkle morsel,$1.25,560,,14-07-2019,north
periwinkle morsel,$1.25,513,,14-07-2019,south
periwinkle morsel,$1.25,536,,14-07-2019,east
periwinkle morsel,$1.25,569,,14-07-2019,west
vermilion morsel,$4.99,598,,14-07-2019,north
vermilion morsel,$4.99,538,,14-07-2019,south
vermilion morsel,$4.99,500,,14-07-2019,east
vermilion morsel,$4.99,561,,14-07-2019,west
lapis morsel,$1.99,547,,14-07-2019,north
lapis morsel,$1.99,600,,14-07-2019,south
lapis morsel,$1.99,559,,14-07-2019,east
lapis morsel,$1.99,568,,14-07-2019,west
pink morsel,3,517,1551,15-07-2019,north
pink morsel,3,540,1620,15-07-2019,south
pink morsel,3,575,1725,15-07-2019,east
pink morsel,3,534,1602,15-07-2019,west
gold morsel,$9.99,585,,15-07-2019,north
gold morsel,$9.99,531,,15-07-2019,south
gold morsel,$9.99,568,,15-07-2019,east
gold morsel,$9.99,589,,15-07-2019,west
magenta morsel,$2.50,523,,15-07-2019,north
magenta morsel,$2.50,533,,15-07-2019,south
magenta morsel,$2.50,544,,15-07-2019,east
magenta morsel,$2.50,536,,15-07-2019,west
chartreuse morsel,$3.00,554,,15-07-2019,north
chartreuse morsel,$3.00,542,,15-07-2019,south
chartreuse morsel,$3.00,520,,15-07-2019,east
chartreuse morsel,$3.00,512,,15-07-2019,west
periwinkle morsel,$1.25,547,,15-07-2019,north
periwinkle morsel,$1.25,571,,15-07-2019,south
periwinkle morsel,$1.25,554,,15-07-2019,east
periwinkle morsel,$1.25,521,,15-07-2019,west
vermilion morsel,$4.99,551,,15-07-2019,north
vermilion morsel,$4.99,518,,15-07-2019,south
vermilion morsel,$4.99,520,,15-07-2019,east
vermilion morsel,$4.99,562,,15-07-2019,west
lapis morsel,$1.99,568,,15-07-2019,north
lapis morsel,$1.99,531,,15-07-2019,south
lapis morsel,$1.99,555,,15-07-2019,east
lapis morsel,$1.99,546,,15-07-2019,west
pink morsel,3,506,1518,16-07-2019,north
pink morsel,3,587,1761,16-07-2019,south
pink morsel,3,513,1539,16-07-2019,east
pink morsel,3,538,1614,16-07-2019,west
gold morsel,$9.99,506,,16-07-2019,north
gold morsel,$9.99,518,,16-07-2019,south
gold morsel,$9.99,525,,16-07-2019,east
gold morsel,$9.99,586,,16-07-2019,west
magenta morsel,$2.50,520,,16-07-2019,north
magenta morsel,$2.50,556,,16-07-2019,south
magenta morsel,$2.50,518,,16-07-2019,east
magenta morsel,$2.50,567,,16-07-2019,west
chartreuse morsel,$3.00,591,,16-07-2019,north
chartreuse morsel,$3.00,529,,16-07-2019,south
chartreuse morsel,$3.00,514,,16-07-2019,east
chartreuse morsel,$3.00,572,,16-07-2019,west
periwinkle morsel,$1.25,600,,16-07-2019,north
periwinkle morsel,$1.25,563,,16-07-2019,south
periwinkle morsel,$1.25,537,,16-07-2019,east
periwinkle morsel,$1.25,525,,16-07-2019,west
vermilion morsel,$4.99,504,,16-07-2019,north
vermilion morsel,$4.99,512,,16-07-2019,south
vermilion morsel,$4.99,553,,16-07-2019,east
vermilion morsel,$4.99,587,,16-07-2019,west
lapis morsel,$1.99,517,,16-07-2019,north
lapis morsel,$1.99,507,,16-07-2019,south
lapis morsel,$1.99,516,,16-07-2019,east
lapis morsel,$1.99,569,,16-07-2019,west
pink morsel,3,516,1548,17-07-2019,north
pink morsel,3,517,1551,17-07-2019,south
pink morsel,3,574,1722,17-07-2019,east
pink morsel,3,554,1662,17-07-2019,west
gold morsel,$9.99,508,,17-07-2019,north
gold morsel,$9.99,560,,17-07-2019,south
gold morsel,$9.99,556,,17-07-2019,east
gold morsel,$9.99,520,,17-07-2019,west
magenta morsel,$2.50,560,,17-07-2019,north
magenta morsel,$2.50,573,,17-07-2019,south
magenta morsel,$2.50,564,,17-07-2019,east
magenta morsel,$2.50,529,,17-07-2019,west
chartreuse morsel,$3.00,500,,17-07-2019,north
chartreuse morsel,$3.00,559,,17-07-2019,south
chartreuse morsel,$3.00,593,,17-07-2019,east
chartreuse morsel,$3.00,503,,17-07-2019,west
periwinkle morsel,$1.25,558,,17-07-2019,north
periwinkle morsel,$1.25,569,,17-07-2019,south
periwinkle morsel,$1.25,564,,17-07-2019,east
periwinkle morsel,$1.25,548,,17-07-2019,west
vermilion morsel,$4.99,516,,17-07-2019,north
vermilion morsel,$4.99,526,,17-07-2019,south
vermilion morsel,$4.99,546,,17-07-2019,east
vermilion morsel,$4.99,518,,17-07-2019,west
lapis morsel,$1.99,589,,17-07-2019,north
lapis morsel,$1.99,576,,17-07-2019,south
